tenure,monthly_charges,total_charges,senior_citizen,churn
57,107.95,5969.85,f,f
14,86.10,1235.55,f,t
42,22.95,1014.25,f,f
25,94.70,2362.10,f,t
64,19.45,1225.65,f,f
22,85.10,1873.70,f,t
19,19.70,386.50,f,f
61,99.15,6010.05,f,t
22,87.00,1850.65,f,f
70,102.95,7101.50,t,t
12,79.95,1043.40,f,f
31,64.00,1910.75,f,f
11,64.90,716.10,f,f
68,25.75,1686.15,f,f
72,90.15,6716.45,t,f
67,116.10,7839.85,t,f
60,104.95,6236.75,f,f
1,45.05,45.05,f,t
1,71.00,71.00,t,t
58,50.00,2919.85,f,f
47,70.55,3309.25,t,t
1,79.70,79.70,f,t
1,20.45,20.45,f,f
22,59.00,1254.70,f,t
48,60.35,2896.40,f,t
12,56.30,628.65,f,f
37,19.85,717.50,f,f
13,19.95,253.80,f,f
43,26.45,1110.05,f,f
6,63.40,348.80,f,f
71,53.95,3888.65,f,f
1,69.25,69.25,t,t
72,95.10,6843.15,f,f
6,74.10,450.90,t,f
12,35.50,432.25,f,f
25,70.95,1767.35,f,t
21,79.20,1742.45,f,f
6,48.80,297.35,f,f
20,89.00,1820.45,f,t
18,99.40,1742.95,f,t
43,55.45,2444.25,f,f
35,25.40,949.80,f,f
1,73.50,73.50,f,t
32,93.50,2970.80,t,f
52,63.90,3334.95,f,f
32,64.85,2010.95,f,f
72,63.80,4684.30,f,f
51,44.45,2181.55,f,f
68,19.95,1303.25,f,f
8,43.35,371.40,t,f
49,49.65,2409.90,f,f
72,85.10,6155.40,f,f
9,95.50,829.10,f,t
28,92.35,2602.90,f,t
54,89.80,4667.00,f,f
11,74.55,824.75,f,t
50,103.05,5153.50,f,f
69,116.00,8182.85,f,f
1,69.90,69.90,f,f
68,95.10,6683.40,f,f
40,40.25,1564.05,f,f
31,25.75,755.60,f,f
33,105.35,3465.05,t,f
55,113.60,6292.70,t,f
68,24.00,1664.30,f,f
12,19.40,198.10,f,f
71,86.10,6045.90,f,f
40,102.65,4108.15,f,f
64,92.85,5980.75,f,f
53,97.75,5043.20,f,f
12,83.80,1029.75,t,t
53,54.45,2854.55,t,t
72,97.95,7114.25,f,f
46,19.95,907.05,f,f
40,24.60,973.95,f,f
12,50.95,605.75,f,f
9,75.60,661.55,f,f
51,80.75,4116.90,f,f
49,90.40,4494.65,f,f
41,99.80,4259.30,t,t
56,60.25,3282.75,f,f
4,20.20,55.70,f,f
20,64.15,1274.45,f,f
26,20.25,493.95,f,f
20,105.85,2239.65,f,t
7,75.45,480.75,f,t
7,93.85,635.60,f,t
51,99.00,5038.15,f,f
4,80.30,324.20,f,f
1,19.55,19.55,f,f
27,100.75,2793.55,f,f
22,100.75,2095.00,f,t
12,53.75,648.65,f,f
3,31.00,95.05,f,t
34,25.60,917.15,f,f
24,58.35,1346.90,f,f
51,80.00,4242.35,f,t
14,46.35,672.70,t,f
59,113.75,6561.25,f,f
3,90.40,268.45,f,f
65,109.30,7337.55,f,f
5,70.25,331.90,t,t
59,90.30,5194.05,f,f
72,65.25,4478.85,f,f
62,100.15,6283.30,f,t
28,94.50,2659.40,f,t
3,60.65,196.90,f,f
19,24.10,439.20,f,f
1,19.50,19.50,f,f
24,85.95,2107.15,f,f
57,53.50,3035.80,t,f
72,25.45,1866.45,f,f
67,20.50,1430.95,f,f
52,20.85,1071.60,f,f
71,89.90,6457.15,f,f
26,26.00,684.05,f,f
35,113.20,3914.05,f,f
55,69.05,3842.60,f,f
33,20.10,670.35,f,f
72,109.65,7880.25,f,f
1,19.20,19.20,f,f
10,33.90,298.45,f,t
37,90.00,3371.75,t,f
12,34.00,442.45,f,f
1,20.40,20.40,f,f
62,38.60,2345.55,f,f
1,25.25,25.25,f,f
18,60.60,1156.35,f,f
69,89.95,6143.15,t,t
2,74.75,144.80,f,f
19,20.60,414.95,f,f
12,84.45,1059.55,f,t
9,20.40,181.80,f,f
27,81.70,2212.55,f,f
27,79.50,2180.55,f,t
1,89.15,89.15,f,t
24,20.30,459.95,t,f
14,74.95,1036.75,t,t
32,74.40,2276.95,t,t
11,20.00,211.95,f,f
1,25.00,25.00,f,f
38,80.45,3162.65,t,f
9,19.75,210.65,f,f
54,65.65,3566.70,f,f
29,71.00,2080.10,f,f
44,89.20,4040.20,t,f
59,86.75,5186.00,f,f
3,55.30,196.15,f,t
18,61.50,1087.45,f,f
67,25.10,1672.15,t,f
22,55.15,1206.05,f,t
33,34.05,1113.95,f,f
5,19.95,107.05,f,f
2,19.95,38.15,f,f
72,89.70,6339.30,f,f
9,20.40,184.10,f,f
67,26.30,1688.90,f,f
16,84.95,1378.25,f,t
8,20.70,137.60,f,f
5,43.25,219.00,f,t
23,48.35,1067.15,f,t
1,79.55,79.55,f,t
50,71.05,3444.85,t,t
17,19.45,369.05,f,f
68,110.80,7553.60,f,f
1,84.50,84.50,f,t
25,69.30,1813.10,t,f
67,49.35,3321.35,f,f
32,20.35,707.50,f,f
67,105.60,7112.15,t,f
72,64.45,4641.10,t,f
71,108.60,7690.90,f,t
1,49.90,49.90,f,f
46,30.30,1380.10,f,t
2,30.40,78.65,t,t
1,45.40,45.40,f,t
48,65.65,3094.65,f,f
61,103.30,6518.35,f,f
32,84.15,2585.95,f,t
2,44.45,82.70,f,f
3,19.75,58.85,f,t
5,85.40,425.90,f,t
71,89.90,6342.70,f,f
37,55.05,2030.75,f,f
65,104.10,6700.05,f,f
67,106.60,7244.70,f,f
49,75.20,3678.30,f,t
50,70.50,3486.65,f,f
25,19.60,411.15,f,f
17,55.85,937.50,f,t
64,24.05,1559.15,f,f
25,38.10,970.40,f,f
23,106.40,2483.50,t,t
24,34.25,828.20,t,f
37,100.05,3810.55,f,f
21,68.65,1493.20,f,f
1,45.80,45.80,f,f
10,75.75,777.30,f,f
6,84.40,556.35,f,t
51,96.40,4911.05,f,f
10,20.55,187.35,f,f
6,50.95,307.60,f,f
47,90.50,4318.35,f,f
61,79.40,4820.55,f,f
52,58.75,3038.55,f,f
35,59.45,2136.90,f,f
71,105.70,7472.15,f,f
6,56.25,389.10,f,t
45,53.30,2296.25,f,f
2,85.55,187.45,t,t
4,68.65,261.25,f,t
2,24.30,38.45,f,f
4,77.85,299.20,f,t
51,59.90,3043.60,f,f
60,23.95,1506.40,f,f
9,20.15,163.70,f,f
3,105.35,323.25,f,t
17,95.65,1640.00,f,f
8,87.05,762.10,f,t
46,81.00,3846.35,f,f
68,82.45,5646.60,f,f
1,53.50,53.50,f,t
4,20.50,79.05,f,f
1,25.10,25.10,f,t
28,54.40,1516.60,f,f
39,58.60,2224.50,f,f
11,84.80,888.75,f,f
71,61.40,4310.35,f,f
2,20.40,42.90,f,f
30,79.65,2365.15,t,t
17,20.15,353.65,f,f
55,94.45,5073.10,f,f
58,79.80,4526.85,f,f
5,54.20,308.25,f,t
1,19.45,19.45,t,t
9,74.05,678.45,t,f
26,49.15,1237.30,f,f
50,19.40,1023.95,f,f
72,113.65,8182.75,f,f
43,106.00,4532.30,f,f
56,25.95,1444.05,f,f
1,19.10,19.10,f,f
72,103.40,7372.65,f,t
72,100.55,7325.10,f,f
36,95.40,3474.20,f,f
5,75.15,392.65,f,f
13,84.45,1058.60,f,t
44,89.15,3990.75,t,f
70,107.90,7475.85,t,f
44,19.50,835.50,f,f
32,85.95,2628.60,t,t
69,24.95,1718.35,f,f
16,59.40,1023.90,t,t
68,19.50,1193.55,t,f
16,69.95,1205.50,f,f
68,82.85,5776.45,f,f
4,19.00,78.90,f,f
26,38.85,1025.15,f,f
29,30.60,856.35,f,t
5,20.35,122.00,f,f
70,95.00,6602.90,f,f
24,74.40,1712.90,f,f
72,78.45,5682.25,t,f
1,74.30,74.30,f,f
70,51.05,3635.15,f,f
36,19.20,702.90,f,f
38,99.55,3734.25,t,t
17,70.00,1144.50,f,t
41,109.10,4454.25,f,f
1,45.30,45.30,f,t
2,29.85,75.60,f,t
14,76.45,1117.55,f,f
2,95.10,180.25,t,t
1,19.80,19.80,f,t
13,72.80,930.05,f,f
6,18.95,110.15,f,f
53,105.25,5576.30,f,f
4,76.65,333.60,f,t
5,99.15,465.05,f,t
15,101.75,1669.40,f,f
47,75.45,3545.10,f,f
8,64.10,504.05,f,f
17,25.65,440.20,f,f
15,75.10,1151.55,f,f
26,95.85,2475.35,f,f
23,54.40,1249.25,f,f
4,72.75,317.75,t,f
29,19.85,535.05,f,f
25,19.05,461.30,f,f
9,44.95,431.00,f,t
18,49.55,878.35,f,t
3,94.85,335.75,t,f
69,46.25,3121.40,f,f
14,19.35,324.80,f,f
19,69.60,1394.55,f,f
39,90.70,3413.25,t,f
31,101.40,3143.65,f,f
24,20.25,439.75,f,f
14,48.80,664.40,f,f
64,74.35,4759.55,f,f
50,19.35,1033.00,f,f
52,68.75,3482.85,f,f
28,100.20,2688.45,f,f
21,20.85,435.25,f,f
25,95.90,2448.75,f,t
17,19.35,307.00,f,f
58,45.00,2689.35,f,f
17,81.50,1329.20,t,t
51,25.50,1281.25,f,f
72,48.90,3527.00,f,f
52,84.10,4348.65,f,t
27,19.60,561.15,f,f
3,20.00,63.60,f,f
64,81.30,5129.30,f,f
45,95.20,4285.80,f,f
3,36.45,93.70,t,t
71,83.30,5894.50,f,f
1,25.05,25.05,t,t
58,20.30,1160.75,f,f
34,89.85,3091.75,f,f
8,49.85,365.55,f,t
15,19.80,272.95,f,f
66,54.65,3632.00,f,f
12,29.35,381.20,t,f
58,19.15,1035.50,f,f
3,19.10,52.00,f,f
43,55.55,2342.20,t,t
9,80.55,653.90,f,f
3,20.25,71.20,f,f
22,69.50,1498.20,f,t
40,106.00,4178.65,f,f
68,25.50,1821.80,f,f
54,104.30,5278.15,f,t
50,79.60,4024.20,f,f
1,55.25,55.25,f,f
72,88.05,6520.80,f,f
40,20.40,854.90,f,f
72,117.60,8308.90,f,f
6,20.00,109.20,f,f
5,19.65,92.05,f,f
48,70.55,3420.50,f,f
1,93.85,93.85,f,t
64,65.80,4068.00,f,f
17,20.05,337.90,f,f
40,80.00,3168.75,f,f
41,35.40,1412.40,f,f
51,79.60,3974.70,t,f
41,80.25,3439.00,f,f
1,50.45,50.45,f,t
2,20.45,42.45,f,f
68,79.60,5461.45,f,f
24,24.70,571.75,f,f
70,77.30,5498.20,f,f
3,29.75,96.85,f,f
2,44.90,111.05,f,f
3,29.80,94.40,f,f
7,74.65,521.10,f,t
13,71.95,923.85,f,f
7,20.75,141.10,f,f
12,94.20,1046.10,f,t
63,19.55,1245.60,f,f
15,84.45,1287.85,f,f
36,53.65,1939.35,f,f
4,29.90,118.25,t,f
24,19.70,452.55,f,f
61,43.70,2696.55,f,f
16,55.30,875.35,f,f
65,19.85,1267.05,f,f
26,19.65,494.90,f,f
16,49.45,799.00,f,f
54,106.55,5763.30,f,t
1,20.10,20.10,f,t
5,20.45,106.90,f,f
19,39.70,710.05,f,f
10,54.50,568.20,f,f
23,83.80,1900.25,f,t
3,55.15,159.15,f,t
72,111.60,8012.75,f,f
10,86.65,856.65,t,t
10,55.55,551.30,f,f
11,20.55,184.95,f,f
37,106.75,4056.75,t,t
17,62.10,1096.65,f,f
36,104.50,3684.95,f,f
17,101.80,1752.45,t,f
66,110.60,7210.85,t,f
61,84.90,5264.50,f,f
22,93.20,2157.30,f,f
1,24.40,24.40,f,f
6,70.55,433.95,f,f
31,78.45,2435.15,f,t
68,85.00,5607.75,f,f
34,87.45,2874.15,f,t
52,85.80,4433.30,f,f
10,91.10,964.35,f,f
29,70.75,1974.80,f,t
72,20.10,1460.85,f,f
47,20.05,951.55,f,f
24,74.80,1821.20,f,f
65,24.80,1600.95,f,f
4,100.85,399.25,f,f
12,101.35,1218.55,t,t
1,81.70,81.70,f,t
33,68.25,2171.15,f,t
34,105.10,3634.80,f,f
14,20.40,292.40,f,f
4,79.15,317.25,f,t
13,20.00,218.55,f,f
65,79.40,5071.90,f,f
23,57.20,1423.35,f,f
55,58.60,3068.60,f,f
49,94.80,4690.65,f,f
60,102.50,6157.60,f,f
69,20.35,1442.65,f,f
40,84.90,3369.05,f,f
67,69.20,4671.65,f,f
35,95.45,3474.05,t,t
19,100.95,1875.55,f,t
13,20.85,272.35,f,f
41,88.50,3645.05,f,f
4,35.00,135.75,f,f
24,55.15,1319.85,f,f
5,50.95,229.40,f,f
5,64.00,370.25,f,f
1,69.10,69.10,f,t
72,80.20,5714.20,f,f
24,49.30,1233.25,f,f
42,84.35,3571.60,f,f
4,20.05,83.30,f,f
68,117.20,8035.95,f,f
33,20.10,579.40,f,f
1,69.60,69.60,t,t
31,103.45,3066.45,f,t
4,77.95,305.55,f,t
69,109.95,7634.25,t,f
38,94.75,3653.00,t,f
3,80.00,241.30,f,f
48,79.65,3870.30,f,f
15,25.20,387.90,f,f
25,19.90,527.50,f,f
1,78.45,78.45,t,t
48,44.80,2104.55,f,f
1,20.30,20.30,f,f
1,19.20,19.20,f,f
37,80.05,3019.10,f,f
66,107.35,7051.95,t,f
26,47.85,1190.50,f,f
63,70.80,4448.80,f,f
10,29.50,255.25,f,t
2,70.75,146.90,f,t
18,59.10,1011.05,t,f
64,25.55,1714.95,f,f
9,84.45,762.50,t,t
28,20.25,535.35,f,f
1,75.55,75.55,f,f
4,85.65,338.90,f,t
38,70.15,2497.35,t,t
66,95.30,6273.40,f,f
1,70.25,70.25,f,f
18,50.30,908.75,f,f
51,97.80,4913.30,t,t
0,19.85,0.00,f,f
1,46.30,46.30,f,t
12,19.35,212.30,f,f
41,106.30,4443.45,f,t
12,25.00,316.20,f,f
55,20.30,1079.05,f,f
7,75.35,564.65,f,f
12,89.40,1095.65,f,t
68,88.00,6161.90,f,f
5,83.15,446.05,t,t
49,43.80,2106.05,t,f
40,62.05,2511.55,f,f
16,20.10,318.60,f,f
10,74.15,811.80,f,t
72,101.35,7323.15,f,f
2,84.05,186.05,t,f
23,20.90,454.00,f,f
71,105.90,7521.95,t,f
11,99.50,1056.95,f,t
1,44.15,44.15,f,t
16,53.90,834.15,f,t
1,85.45,85.45,f,t
12,85.05,999.80,f,f
54,44.10,2369.70,f,f
68,90.20,6297.65,f,f
4,50.85,239.55,f,t
1,59.20,59.20,f,t
27,53.45,1461.45,f,f
21,19.95,416.40,f,f
13,83.20,1060.60,f,t
64,74.65,4869.35,t,f
1,54.90,54.90,f,t
57,57.50,3265.95,f,f
21,103.90,2254.20,f,t
19,19.65,358.15,f,f
31,93.80,2939.80,f,f
52,89.25,4652.40,f,f
46,94.15,4408.45,f,f
11,55.60,580.80,t,f
53,48.70,2495.20,f,f
11,19.25,180.30,f,t
57,104.90,5913.95,t,f
2,75.45,158.40,t,t
2,54.85,104.20,t,t
71,19.90,1389.35,f,f
1,19.40,19.40,f,f
68,25.05,1629.20,f,f
72,84.45,6033.10,f,f
2,19.30,44.40,f,f
1,95.10,95.10,t,t
41,79.85,3320.75,f,f
72,25.55,1867.70,f,f
6,75.50,438.00,f,t
4,73.75,325.45,f,t
12,96.05,1148.10,f,t
58,68.40,3972.25,f,f
7,20.65,155.90,f,f
65,55.15,3673.15,f,f
1,70.60,70.60,f,f
56,19.95,1126.75,f,f
4,19.00,73.45,f,f
58,44.10,2413.05,f,f
62,107.60,6912.70,f,f
26,61.55,1581.95,f,f
62,90.70,5586.45,f,f
58,99.25,5846.65,f,f
68,91.70,6424.70,f,f
61,100.70,6018.65,f,f
42,78.45,3373.40,f,f
18,84.30,1537.90,f,f
56,19.55,1080.55,f,f
4,88.95,355.20,f,t
4,20.45,82.85,f,f
35,55.60,2016.45,f,f
64,86.80,5327.25,f,f
31,20.95,683.25,f,f
67,20.05,1263.05,t,f
4,50.70,151.30,f,t
70,113.65,7714.65,t,f
3,53.40,188.70,f,t
53,101.90,5549.40,t,t
2,59.50,130.50,f,f
29,87.80,2621.75,f,f
47,41.90,1875.25,f,f
68,83.00,5685.80,f,t
12,69.85,837.50,f,f
8,56.30,401.50,f,f
54,109.55,6118.95,f,f
69,92.15,6480.90,f,f
26,69.50,1800.05,f,f
72,97.00,7104.20,f,f
70,58.35,4214.25,f,f
1,50.60,50.60,f,t
10,89.50,863.10,f,t
28,70.40,1992.20,f,f
1,69.80,69.80,f,t
21,94.30,1948.35,f,f
51,93.80,4750.95,t,t
53,19.55,1007.90,f,f
53,95.95,5036.90,f,f
24,101.05,2391.80,f,t
70,94.80,6859.05,f,f
61,107.75,6521.90,f,f
11,54.60,617.85,f,f
2,71.30,157.75,f,f
25,19.50,516.30,f,f
41,56.30,2364.00,f,f
18,94.70,1687.95,f,t
72,104.15,7689.95,t,t
71,90.55,6239.05,f,f
34,60.80,2042.05,f,f
29,98.80,2807.10,f,f
40,98.15,4116.80,t,f
36,35.35,1317.95,f,f
46,103.15,4594.65,f,f
58,107.75,6332.75,f,f
39,81.40,3213.75,f,f
4,61.45,229.55,f,t
52,95.70,4976.15,f,f
70,104.80,7308.95,t,f
65,70.95,4555.20,t,f
1,44.95,44.95,f,f
70,97.65,6982.50,f,f
29,35.65,1025.15,t,f
1,90.55,90.55,f,t
67,85.25,5714.20,f,f
1,19.50,19.50,f,f
26,88.80,2274.35,f,t
30,25.10,789.55,f,f
48,100.05,4834.00,f,f
55,55.70,3131.80,f,f
7,85.20,602.55,f,t
37,91.15,3369.25,f,f
31,83.85,2674.15,f,f
4,45.90,199.75,f,f
72,25.10,1790.80,f,f
5,91.40,449.75,t,t
1,19.70,19.70,f,f
15,91.50,1400.30,t,f
8,51.30,411.60,f,f
35,21.10,741.00,f,f
56,104.75,5841.35,t,f
42,106.15,4512.70,f,t
65,85.75,5688.45,t,f
2,20.30,31.90,f,f
65,100.75,6674.65,t,f
18,74.15,1345.75,f,f
23,78.55,1843.05,f,f
4,45.30,196.95,f,t
70,19.85,1433.80,f,f
4,50.70,214.55,f,f
19,45.00,865.85,f,f
18,77.80,1358.60,f,f
38,83.45,3147.15,t,f
2,73.25,131.05,f,t
47,94.80,4535.85,f,f
52,20.10,1078.75,f,f
9,59.90,542.40,f,f
26,90.10,2312.55,f,f
8,51.05,415.05,f,t
44,70.95,3250.45,f,f
3,29.20,98.50,f,f
2,46.60,87.90,f,f
9,85.35,754.65,f,t
1,75.35,75.35,t,t
25,74.30,1952.25,f,f
2,69.30,153.80,t,f
43,75.20,3198.60,f,t
1,20.90,20.90,f,t
58,94.30,5610.15,f,f
59,76.45,4519.50,f,f
44,54.00,2440.25,f,f
66,104.25,6860.60,f,f
68,19.95,1377.70,f,f
9,24.95,190.25,f,f
19,84.75,1651.95,f,f
4,19.75,78.30,f,f
70,113.65,7939.25,f,f
1,44.90,44.90,f,f
8,75.25,576.70,f,f
53,24.60,1279.00,f,f
51,25.00,1260.70,t,f
11,20.95,267.35,f,f
60,110.60,6586.85,f,f
17,55.50,934.15,f,f
3,43.30,123.65,f,t
70,109.50,7534.65,f,t
1,19.45,19.45,f,f
43,84.85,3645.60,t,f
16,19.60,314.45,f,f
57,53.45,3053.00,f,f
37,19.80,677.05,f,f
72,112.10,7965.95,f,f
11,84.80,906.85,t,t
50,95.05,4888.70,t,t
5,50.35,237.25,t,t
1,74.60,74.60,f,t
16,19.70,342.40,f,t
2,74.20,140.10,t,f
17,69.00,1108.00,f,f
16,19.35,295.55,f,f
15,59.45,892.65,f,t
10,19.80,198.25,f,f
46,105.20,4822.85,f,t
64,109.20,6741.15,f,f
1,79.15,79.15,f,f
25,53.65,1355.45,f,f
71,100.20,7209.00,f,f
8,45.15,438.40,f,t
72,108.65,7726.35,f,f
49,40.65,2070.75,f,f
29,55.35,1636.95,f,f
72,105.60,7581.50,f,f
31,93.80,3019.50,f,t
50,95.70,4729.75,f,f
71,83.20,6126.10,f,f
70,90.05,6333.40,t,f
71,97.65,6687.85,f,f
61,68.05,4158.25,f,f
32,96.20,3183.40,f,t
1,79.60,79.60,f,t
68,102.10,7149.35,f,f
62,23.40,1429.65,f,f
7,71.05,472.65,f,f
20,85.25,1734.50,f,t
6,19.45,113.50,f,f
33,59.45,1884.65,t,f
28,92.20,2568.15,f,f
27,19.85,470.00,f,f
7,43.90,278.40,f,f
26,80.50,2088.80,f,t
5,89.80,502.60,t,t
30,90.50,2595.85,t,f
63,90.45,5825.50,f,f
1,50.75,50.75,f,t
53,84.60,4449.75,f,f
14,89.65,1208.35,f,t
21,99.15,1956.40,f,f
17,19.95,310.60,f,f
16,20.50,290.55,f,f
35,62.10,2096.10,f,f
32,79.50,2665.00,t,f
28,19.55,543.80,f,f
1,20.35,20.35,f,f
59,51.70,3005.80,f,f
72,23.30,1623.15,f,f
36,65.40,2498.40,f,t
40,65.10,2586.00,f,f
40,81.20,3292.30,f,f
9,72.90,651.40,f,t
63,74.50,4674.55,f,f
3,80.50,232.35,f,f
40,60.30,2448.50,f,f
8,75.00,658.10,f,f
34,90.15,3128.80,t,f
5,40.00,223.45,f,t
9,99.45,919.40,t,t
9,69.05,653.95,f,f
31,59.70,1825.50,f,f
50,19.85,943.10,f,f
2,86.25,181.65,f,t
1,45.65,45.65,f,t
8,70.10,551.35,f,t
9,40.75,359.40,f,f
2,70.20,115.95,t,t
3,55.35,165.20,f,t
25,95.70,2338.35,f,f
1,46.30,46.30,t,f
45,81.30,3541.10,f,f
51,84.20,4146.05,t,t
55,20.00,1087.25,f,f
38,66.15,2522.40,f,f
2,45.85,81.00,f,t
38,19.60,717.30,f,f
34,49.80,1734.20,f,f
70,101.75,7069.30,f,f
13,55.15,742.90,f,f
39,75.25,3017.65,f,t
61,103.95,6423.00,f,f
12,100.15,1164.30,f,t
41,99.65,4220.35,f,f
21,73.70,1558.70,f,f
55,50.05,2743.45,t,f
69,60.25,4055.50,f,f
26,105.75,2710.25,t,t
69,87.30,6055.55,t,f
18,48.35,810.70,t,t
47,54.25,2538.20,f,f
72,85.30,6129.20,f,f
33,50.00,1750.85,t,f
2,24.40,36.55,f,t
72,90.95,6652.45,f,f
37,72.25,2575.45,t,f
62,96.10,6019.35,t,f
71,19.85,1379.60,f,f
23,55.30,1284.20,f,f
16,20.10,296.15,f,f
9,69.50,653.25,f,f
17,25.15,412.60,f,f
4,20.95,85.50,f,t
1,49.55,49.55,t,t
24,79.65,1928.70,f,f
1,71.25,71.25,t,f
72,113.80,7845.80,t,f
72,24.55,1750.70,f,f
11,19.70,216.20,f,f
9,20.25,178.50,f,t
2,50.15,115.10,t,t
60,100.50,6029.00,t,f
29,95.90,2745.20,t,t
49,74.45,3721.90,f,f
30,104.10,3121.10,t,f
53,19.05,990.45,f,f
39,25.00,1004.35,f,f
9,19.05,157.65,f,f
39,81.90,3219.75,f,f
8,69.70,572.85,t,f
51,90.15,4554.85,f,f
71,25.35,1847.55,f,f
71,24.65,1766.75,t,f
70,19.55,1462.05,t,f
1,25.25,25.25,t,t
38,60.00,2193.20,f,f
28,89.90,2433.50,f,f
32,19.40,641.15,f,f
49,49.80,2398.40,t,f
37,24.10,861.85,f,f
10,54.25,583.00,f,f
67,109.90,7332.40,f,f
7,35.50,249.55,f,f
51,87.55,4475.90,f,f
9,45.15,416.45,f,t
9,88.40,788.60,f,f
4,50.80,202.30,f,f
71,99.00,6994.60,f,f
50,84.40,4116.15,f,t
24,96.55,2263.45,t,f
22,59.75,1374.35,f,f
44,111.50,4915.15,f,f
33,24.25,838.50,f,f
1,75.10,75.10,f,t
54,70.15,3715.65,f,t
42,101.75,4273.45,f,t
1,45.80,45.80,f,t
1,20.50,20.50,f,f
30,70.40,2044.75,f,f
1,30.55,30.55,f,f
16,84.90,1398.25,f,f
1,20.10,20.10,f,t
9,40.65,328.95,f,t
46,101.00,4680.05,t,t
1,69.10,69.10,f,t
71,54.50,3778.20,f,f
43,75.35,3161.40,f,f
50,44.45,2188.45,f,f
13,75.00,999.45,f,t
19,100.00,1888.65,f,t
41,98.05,3990.60,f,f
1,71.15,71.15,t,t
24,54.15,1240.25,f,t
40,63.90,2635.00,f,f
3,69.15,235.00,f,f
37,64.65,2347.85,f,f
67,108.75,7156.20,f,t
32,98.85,3089.60,f,f
6,49.15,270.80,f,t
32,89.60,2901.80,f,f
59,83.25,4949.10,f,f
30,70.25,2198.90,f,f
20,19.40,374.50,f,t
27,24.50,761.95,f,f
20,79.15,1520.90,t,t
9,20.10,190.25,f,f
68,73.00,5163.00,f,f
69,61.40,4059.85,f,f
26,84.30,2281.60,f,f
69,19.90,1356.70,f,f
11,20.40,231.45,f,f
1,50.75,50.75,f,f
10,20.45,242.40,f,f
55,75.75,4264.25,f,f
44,65.40,2774.55,f,f
46,80.40,3605.20,t,t
69,59.75,4069.90,f,f
11,78.50,874.20,t,f
11,102.00,1145.35,f,t
29,48.95,1323.70,f,f
57,99.65,5497.05,f,f
28,18.25,534.70,f,f
42,54.55,2455.05,f,f
2,20.65,38.70,f,t
23,40.65,947.40,f,f
18,20.45,357.00,f,f
62,24.80,1476.25,f,f
1,70.80,70.80,f,t
16,89.05,1448.60,f,t
3,96.60,291.90,f,t
67,88.80,5903.15,f,f
62,20.05,1201.65,f,f
57,104.50,5921.35,f,t
2,69.80,146.65,f,f
23,77.15,1759.40,f,f
25,35.05,844.45,f,f
72,108.10,7774.05,t,f
2,84.05,134.05,f,f
66,79.40,5154.60,t,t
8,20.20,140.95,f,f
5,50.60,249.95,f,t
35,49.20,1701.65,f,f
24,24.60,592.65,f,f
2,71.65,135.75,f,f
72,104.90,7732.65,f,f
41,106.50,4282.40,f,f
4,49.35,219.65,f,t
26,75.50,2018.10,f,f
7,94.25,669.00,f,t
1,68.95,68.95,f,t
4,58.50,224.85,f,f
48,78.90,3771.50,f,f
2,93.85,196.75,t,t
12,79.20,943.85,t,f
60,109.45,6572.85,f,f
55,59.20,3175.85,f,f
1,29.15,29.15,f,f
1,20.05,20.05,f,f
4,76.05,318.90,f,t
1,24.45,24.45,f,t
42,66.50,2762.75,f,f
1,49.55,49.55,f,f
7,89.35,631.85,f,t
3,73.60,232.50,f,f
72,82.65,5919.35,f,f
15,49.00,749.25,f,f
4,80.35,307.40,f,t
11,25.20,245.15,f,f
5,25.45,134.75,f,f
1,55.80,55.80,t,t
72,110.90,8240.85,f,f
55,77.75,4266.40,f,f
40,26.20,1077.50,f,f
57,19.90,1115.60,f,f
1,79.05,79.05,f,t
1,95.00,95.00,f,t
1,25.20,25.20,f,t
52,80.85,4079.55,t,f
41,98.40,4187.75,t,t
43,56.35,2391.15,f,f
47,19.30,890.50,f,f
3,50.40,137.25,f,f
55,55.25,3119.90,f,f
29,19.10,529.50,f,f
12,84.05,966.55,f,f
66,105.20,6936.85,f,f
35,101.40,3496.30,t,t
10,89.80,914.30,t,t
27,75.75,1929.00,f,f
58,95.30,5817.70,f,f
54,109.75,6110.20,f,t
9,19.85,178.80,f,f
2,19.30,28.30,f,t
6,69.10,435.00,f,f
26,91.25,2351.80,t,t
9,20.25,186.15,f,f
8,54.75,445.85,f,f
12,81.45,912.00,f,f
15,49.10,679.55,f,t
43,80.20,3581.60,f,f
42,100.30,4222.95,f,f
31,65.25,1994.30,f,t
66,90.95,5930.05,f,f
18,85.45,1505.85,t,t
1,20.00,20.00,f,f
61,94.10,5638.30,f,t
10,79.85,797.25,f,f
1,71.65,71.65,t,t
18,73.55,1359.45,t,f
24,104.65,2542.45,f,t
3,19.30,54.70,f,f
50,20.15,989.05,f,f
1,44.55,44.55,f,f
2,54.45,87.30,f,f
17,19.65,351.55,f,f
69,105.00,7297.75,f,f
72,88.70,6301.70,f,f
3,74.25,210.30,f,t
50,75.15,3822.45,t,f
53,20.25,1048.45,f,f
58,109.10,6393.65,f,f
46,30.75,1489.30,f,f
72,112.90,8061.50,t,f
1,74.20,74.20,t,t
6,94.05,518.75,f,f
72,78.85,5763.15,f,f
4,55.30,238.50,f,f
52,19.35,1031.70,f,f
0,25.35,0.00,f,f
2,20.45,34.80,f,f
65,19.35,1319.95,f,f
